Provincia,Precio Venta
Girona,571676
Girona,269724
Girona,1965472
Girona,1425488
Girona,932292
Girona,968243
Girona,1857735
Girona,2291421
Girona,485240
Girona,1047917
Girona,393736
Girona,1511944
Girona,569098
Girona,1494204
Girona,302100
Girona,1636700
Girona,997776
Girona,1065995
Girona,301346
Girona,1431040
Girona,2154096
Girona,1050664
Girona,268488
Girona,1248072
Girona,1708434
Girona,979183
Girona,1978848
Girona,1789866
Girona,1568610
Girona,1325730
Girona,324648
Girona,293303
Girona,1040635
Girona,973206
Girona,684588
Girona,1478573
Girona,520384
Girona,825759
Girona,801408
Girona,1615068
Girona,957453
Girona,1420020
Girona,2019120
Girona,2075632
Girona,1684340
Girona,849462
Girona,870837
Girona,601306
Girona,1020257
Girona,1034034
Girona,763983
Girona,2765240
Girona,1096470
Girona,366780
Girona,1389072
Girona,495093
Girona,1194726
Girona,2010960
Girona,912256
Girona,393057
Girona,739872
Girona,591004
Girona,2336340
Girona,2384334
Girona,1028159
Girona,818176
Girona,1088181
Girona,1224850
Girona,881868
Girona,1270400
Girona,1533077
Girona,1804088
Girona,845790
Girona,454080
