,Precio Venta,Fecha Venta,Vendedor
809,334305,2005-09-25,Carmen
810,1805518,2005-08-30,Carmen
811,2208252,2005-04-21,Pedro
812,733470,2005-04-04,Pedro
813,1627200,2005-01-27,Luisa
814,1690416,2005-09-04,Pedro
815,2180104,2005-07-19,Joaquín
816,878638,2005-05-05,Joaquín
817,244608,2005-04-21,Pedro
818,562632,2005-09-01,Luisa
819,1688170,2005-07-17,Jesús
820,1392006,2005-07-12,María
821,1628333,2005-08-09,María
822,992793,2005-03-20,Carmen
823,484560,2005-08-24,Jesús
824,866880,2005-09-01,Luisa
825,1709567,2005-06-10,Jesús
826,1391809,2005-08-06,Pedro
827,1278774,2005-04-06,Pedro
828,1218888,2005-03-04,Joaquín
829,1409551,2005-04-23,Jesús
830,880900,2005-07-04,Carmen
831,574200,2005-05-19,Carmen
832,1968632,2005-10-23,Pedro
833,592103,2005-03-21,Jesús
834,1276800,2005-07-25,Carmen
835,2124596,2005-02-21,Carmen
836,1021334,2005-05-21,Joaquín
837,583110,2005-02-19,Joaquín
838,1029178,2005-07-13,Joaquín
839,1040478,2005-04-29,Carmen
840,1061160,2005-04-13,Luisa
841,942196,2005-08-31,Joaquín
842,1712725,2005-03-12,Carmen
843,593021,2005-02-28,Luisa
844,1485680,2005-10-23,Luisa
845,2214984,2005-09-22,Joaquín
846,731929,2005-06-27,Pedro
847,1566129,2005-04-06,Jesús
848,1003320,2005-07-18,Carmen
849,1391091,2005-06-16,Carmen
850,1032118,2005-06-16,Luisa
851,1768020,2005-04-27,Luisa
852,1708716,2005-03-16,Jesús
853,2430272,2005-03-26,Carmen
854,1650200,2005-08-28,Carmen
855,995657,2005-06-29,Jesús
856,2379048,2005-09-08,María
857,1821758,2005-06-11,Luisa
858,397540,2005-05-22,Joaquín
859,2242656,2005-02-11,Jesús
860,891456,2005-07-28,Pedro
861,631560,2005-10-28,Joaquín
862,2328636,2005-03-10,Luisa
863,553608,2005-02-04,Luisa
864,523160,2005-09-11,Joaquín
865,1054544,2005-09-18,María
866,418692,2005-09-10,Luisa
867,912114,2005-09-20,Joaquín
868,1082079,2005-09-07,Carmen
869,1951180,2005-04-06,Luisa
870,726352,2005-06-13,Joaquín
871,1390460,2005-08-29,Jesús
872,2923155,2005-05-06,Luisa
873,458560,2005-02-22,Pedro
874,1259202,2005-05-03,Pedro
875,968658,2005-06-29,María
876,549120,2005-03-16,Carmen
877,1372135,2005-04-18,Pedro
878,1070307,2005-07-10,Pedro
879,1542784,2005-06-24,Joaquín
880,645569,2005-06-10,Carmen
881,970420,2005-08-28,Luisa
882,1370964,2005-10-22,María
883,590875,2005-09-20,Carmen
884,719213,2005-02-23,Jesús
885,1191281,2005-06-28,Joaquín
886,1356160,2005-11-08,Luisa
887,412395,2005-07-31,María
888,1420012,2005-10-31,Pedro
889,1598520,2005-10-11,Pedro
890,2543625,2005-08-29,Pedro
891,2025638,2005-05-04,María
892,1115604,2005-09-21,Pedro
893,610696,2005-05-04,Jesús
894,1341024,2005-09-12,Jesús
895,1340632,2005-09-24,Luisa
896,581568,2005-02-15,Carmen
897,2449452,2005-03-14,Jesús
898,315810,2005-06-14,Jesús
899,1072768,2005-04-02,Pedro
900,1653456,2005-07-18,Pedro
901,2722146,2005-11-05,Joaquín
902,1029367,2005-05-05,Carmen
903,455762,2005-07-25,Pedro
904,479892,2005-11-11,Joaquín
905,500140,2005-10-27,Pedro
906,491706,2005-07-03,Jesús
907,933444,2005-04-17,Pedro
908,1204595,2005-04-15,Carmen
909,1506853,2005-11-16,Jesús
910,1036665,2005-11-08,Pedro
911,1967400,2005-08-30,Pedro
912,1676500,2005-08-30,Pedro
913,366480,2005-09-19,Pedro
914,1869885,2005-08-10,Jesús
915,1511095,2005-08-20,María
916,1719757,2005-08-28,Pedro
917,1662089,2005-06-29,Carmen
918,1311660,2005-10-11,María
919,1242042,2005-08-08,Luisa
920,1273030,2005-06-16,Luisa
921,1238202,2005-05-11,Joaquín
922,1440742,2005-07-09,Carmen
923,2213909,2005-05-10,Luisa
924,2039512,2005-10-11,Joaquín
925,2376550,2005-10-19,Luisa
926,709700,2005-03-16,Carmen
927,1615647,2005-06-06,Joaquín
928,410260,2005-10-29,Carmen
929,1604687,2005-03-05,Luisa
930,2053384,2005-11-13,Carmen
931,754435,2005-04-23,Joaquín
932,795000,2005-10-17,Luisa
933,2212740,2005-10-10,Jesús
934,1373008,2005-06-09,Pedro
935,573040,2005-11-01,María
936,1932552,2005-10-20,María
937,766774,2005-03-24,Pedro
938,1962360,2005-05-17,Pedro
939,1662822,2005-07-11,Luisa
940,614244,2005-05-11,Jesús
941,1485915,2005-04-29,Carmen
942,1273000,2005-06-16,Carmen
943,558030,2005-12-01,Carmen
944,894888,2005-03-26,Pedro
945,1447551,2005-09-13,Pedro
946,474624,2005-03-25,Carmen
947,1725597,2005-07-07,Pedro
948,1241562,2005-07-27,María
949,2153852,2005-03-11,Pedro
950,307255,2005-10-11,Carmen
951,954808,2005-06-18,María
952,1510320,2005-10-19,Carmen
953,330956,2005-09-18,María
954,1938400,2005-08-25,María
955,509840,2005-05-21,Carmen
956,368760,2005-07-30,Luisa
957,1071667,2005-05-26,Carmen
958,1872876,2005-05-16,María
959,1732500,2005-07-10,Joaquín
960,535584,2005-10-22,Carmen
961,1271592,2005-07-13,Joaquín
962,1593720,2005-05-28,Pedro
963,1038590,2005-07-15,Luisa
964,525616,2005-08-15,Joaquín
965,1994532,2005-04-22,María
966,722925,2005-03-18,Carmen
967,769824,2005-10-03,Jesús
968,2581552,2005-10-22,Pedro
969,1193408,2005-06-07,Luisa
970,1145600,2005-09-22,María
971,1059303,2005-07-27,Joaquín
972,600642,2005-08-20,Jesús
973,920144,2005-12-10,Jesús
974,409563,2005-07-30,Pedro
975,1236560,2005-11-20,Pedro
976,1494490,2005-04-04,Joaquín
977,659295,2005-10-09,María
978,672792,2005-05-23,Joaquín
979,589016,2005-10-04,Joaquín
980,2273762,2005-11-30,Pedro
981,1588940,2005-08-29,Carmen
982,1127750,2005-04-04,Luisa
983,1678286,2005-04-20,Jesús
984,2427300,2005-09-06,Pedro
985,1753240,2005-05-14,Joaquín
986,1894752,2005-08-21,Carmen
987,2000475,2005-07-12,Jesús
988,528120,2005-07-09,Joaquín
989,1717898,2005-04-24,Pedro
990,1870757,2005-10-13,Luisa
991,2326118,2005-07-22,María
992,1911510,2005-06-23,Luisa
993,1346961,2005-12-20,Joaquín
994,1414800,2005-05-29,Joaquín
995,690184,2005-05-29,Carmen
996,448932,2005-09-01,Pedro
997,2101743,2005-07-30,Luisa
998,430743,2005-06-06,Pedro
999,2707200,2005-10-15,Luisa
1000,1368750,2005-06-07,Luisa
1001,2677056,2005-07-22,María
1002,638058,2005-07-19,Jesús
1003,866780,2005-04-15,Jesús
1004,1437360,2005-06-12,Luisa
1005,1706240,2005-04-25,Pedro
1006,822504,2005-08-17,Jesús
1007,622787,2005-05-02,Carmen
1008,1266732,2005-06-23,Pedro
1009,945702,2005-12-04,Luisa
1010,862848,2005-12-23,María
1011,1008071,2005-07-21,Jesús
1012,1657880,2005-09-06,Pedro
1013,1457226,2005-11-05,María
1014,1508472,2005-12-03,Luisa
1015,1276864,2005-10-24,María
1016,2101862,2005-10-23,Carmen
1017,1360064,2005-08-17,Jesús
1018,369984,2005-08-24,Jesús
1019,1176855,2005-10-07,María
1020,452962,2005-10-24,Joaquín
1021,1177653,2005-11-10,Joaquín
1022,889980,2005-10-16,Pedro
1023,1615424,2005-11-19,Carmen
1024,2022624,2005-05-07,Jesús
1025,1231262,2005-07-10,Luisa
1026,352972,2005-11-06,Joaquín
1027,610416,2005-11-25,Joaquín
1028,1089181,2005-07-25,Joaquín
1029,1194505,2005-12-12,María
1030,1106677,2005-08-08,María
1031,1262250,2005-11-29,Luisa
1032,1236672,2005-06-07,Luisa
1033,923355,2005-07-07,Luisa
1034,2398788,2005-11-19,Jesús
1035,1636560,2005-08-31,Luisa
1036,2496723,2005-12-12,Jesús
1037,325326,2005-04-09,Carmen
1038,1441440,2005-10-28,Pedro
1039,1315440,2005-09-16,Jesús
1040,1732302,2005-08-26,Joaquín
1041,374310,2005-12-07,María
1042,1844004,2005-06-19,Pedro
1043,1603196,2005-12-11,Joaquín
1044,2402920,2005-10-09,Joaquín
1045,1823280,2005-09-04,Luisa
1046,949693,2005-11-27,Jesús
1047,2362572,2005-09-25,Luisa
1048,672987,2005-04-21,Joaquín
1049,703680,2005-09-16,Carmen
1050,1940448,2005-10-08,Pedro
1051,624600,2005-12-12,María
1052,224280,2005-07-10,María
1053,2138771,2005-05-15,Carmen
1054,1250408,2005-10-30,Pedro
1055,300105,2005-06-02,Carmen
1056,599850,2005-12-30,María
1057,1919827,2006-01-06,Joaquín
1058,573230,2005-09-20,Jesús
1059,500560,2005-12-11,Jesús
1060,259515,2005-12-17,Joaquín
1061,652052,2005-09-20,Joaquín
1062,1886541,2005-09-05,Jesús
1063,607200,2005-11-20,Carmen
1064,1502800,2005-10-14,Joaquín
1065,2808008,2005-06-24,Pedro
1066,892620,2005-11-08,Pedro
1067,1471197,2005-10-17,Joaquín
1068,1065744,2005-05-03,Pedro
1069,1162784,2005-08-23,Pedro
1070,1134452,2005-04-27,Carmen
1071,592152,2005-04-23,Carmen
1072,2083866,2005-07-25,Luisa
1073,2141830,2005-09-19,Joaquín
1074,2275050,2005-09-20,Jesús
1075,298368,2005-04-26,Luisa
1076,1911604,2006-01-14,María
1077,1850644,2005-11-28,Carmen
1078,777686,2005-10-19,Luisa
1079,2279354,2005-12-15,Joaquín
1080,1128420,2005-10-13,Carmen
1081,1615128,2005-05-06,Carmen
1082,1332030,2006-01-02,Carmen
1083,1370138,2005-05-03,Joaquín
1084,424175,2005-06-19,Joaquín
1085,2546180,2005-05-23,Carmen
1086,1199730,2006-01-13,Luisa
1087,760176,2005-10-20,Pedro
1088,1081248,2005-06-01,Carmen
1089,1816793,2005-10-22,Pedro
1090,943800,2006-01-26,Jesús
1091,2130375,2005-10-28,Carmen
1092,2209344,2005-09-09,Carmen
1093,1187477,2005-05-31,Carmen
1094,1772700,2006-01-03,María
1095,539392,2005-08-03,Pedro
1096,771108,2005-07-25,Luisa
1097,1960808,2005-09-11,Pedro
1098,621314,2005-09-07,Luisa
1099,1814238,2006-01-29,Jesús
1100,468952,2005-06-11,Joaquín
1101,1950772,2005-06-02,Joaquín
1102,932250,2005-08-03,María
1103,786714,2005-09-04,Luisa
1104,541648,2005-06-11,Carmen
1105,1279434,2005-09-26,Carmen
1106,650580,2005-05-26,Carmen
1107,1009328,2005-12-04,Pedro
1108,2064634,2005-05-26,Carmen
1109,924990,2005-09-25,Pedro
1110,372447,2005-07-17,Jesús
1111,1602300,2005-06-26,Pedro
1112,1323353,2005-07-25,Luisa
1113,499244,2005-07-04,Luisa
1114,963020,2005-11-06,Pedro
1115,493632,2006-01-13,Jesús
1116,1037498,2005-09-20,Luisa
1117,2741308,2005-10-20,María
1118,1912482,2005-11-26,Pedro
1119,1707660,2005-07-28,Joaquín
1120,1592624,2005-05-20,Carmen
1121,1339044,2005-12-14,Pedro
1122,879357,2005-05-17,Joaquín
1123,1215344,2005-05-27,Jesús
1124,2287075,2006-01-31,Luisa
1125,462315,2006-01-13,Luisa
1126,359775,2005-05-29,María
1127,1859480,2006-01-06,Joaquín
1128,899640,2005-12-12,Pedro
1129,444338,2005-06-04,Carmen
1130,795912,2006-01-06,Carmen
1131,900956,2005-06-14,Pedro
1132,712404,2005-08-03,Carmen
1133,879254,2005-06-25,Luisa
1134,349102,2005-10-22,Carmen
1135,297882,2006-02-08,Joaquín
1136,563475,2005-12-25,Pedro
1137,1066550,2005-09-23,Carmen
1138,742176,2005-12-15,Pedro
1139,1318660,2005-10-16,Pedro
1140,1601334,2005-11-07,Jesús
1141,1033850,2005-10-30,María
1142,1394206,2005-05-28,Carmen
1143,2176768,2006-02-13,Carmen
1144,850226,2005-09-02,Joaquín
1145,1090782,2006-02-01,Joaquín
1146,1519137,2005-06-20,Carmen
1147,984192,2006-01-28,Jesús
1148,481656,2005-09-18,Carmen
1149,909090,2005-10-25,Jesús
1150,1308398,2006-02-05,Carmen
1151,1966272,2005-12-02,Pedro
1152,2021232,2005-10-16,Jesús
1153,2865688,2005-08-21,Carmen
1154,857374,2005-12-11,Carmen
1155,1305200,2005-12-18,Luisa
1156,1614170,2006-01-18,María
1157,2436448,2005-08-13,Carmen
1158,1823708,2005-09-16,Joaquín
1159,2148384,2005-10-12,Jesús
1160,1594715,2006-01-15,Luisa
1161,698301,2005-10-23,Joaquín
1162,523989,2005-10-13,Joaquín
1163,750984,2005-07-07,Joaquín
1164,1665134,2005-10-21,Pedro
1165,1820540,2005-10-12,Luisa
1166,1076464,2005-05-27,Pedro
1167,1136502,2006-01-22,Pedro
1168,1051500,2006-02-17,Joaquín
1169,744480,2005-08-06,Jesús
1170,647280,2005-09-02,Jesús
1171,1697640,2005-08-04,Luisa
1172,463306,2005-09-04,María
1173,322344,2005-08-03,María
1174,484592,2005-10-09,María
1175,1305129,2005-12-22,Joaquín
1176,711634,2005-11-10,Jesús
1177,1468614,2005-10-10,Pedro
1178,780598,2005-11-07,Jesús
1179,354270,2005-11-18,Jesús
1180,425790,2006-01-16,María
1181,1203246,2006-02-20,Carmen
1182,360540,2005-09-02,María
1183,639952,2005-09-26,Luisa
1184,1388388,2006-02-04,Joaquín
1185,756208,2006-02-13,Luisa
1186,442300,2005-06-30,María
1187,375813,2005-07-12,Pedro
1188,1471605,2005-10-11,Carmen
1189,1401633,2005-09-14,Carmen
1190,1256274,2005-07-21,Pedro
1191,2055310,2006-01-03,Jesús
1192,1320236,2005-08-03,Carmen
1193,969707,2005-12-05,Pedro
1194,743360,2005-08-11,Pedro
1195,614048,2005-07-13,Joaquín
1196,233358,2005-12-18,Luisa
1197,917378,2005-12-06,Pedro
1198,235746,2005-07-25,Joaquín
1199,474600,2005-10-01,Luisa
1200,298350,2005-06-14,Carmen
1201,1100046,2005-08-28,María
1202,1013175,2006-01-10,Pedro
1203,2151435,2005-08-26,Pedro
1204,2105079,2005-07-25,Joaquín
1205,953316,2005-12-27,María
1206,1531000,2006-02-09,Joaquín
1207,1449512,2006-02-05,Joaquín
1208,395850,2005-12-10,Carmen
1209,1504477,2006-01-03,Jesús
1210,935694,2005-10-18,Jesús
1211,1246960,2005-09-28,Carmen
1212,1238006,2005-09-04,María
1213,655690,2005-06-08,María
1214,293370,2005-08-20,Pedro
1215,2688046,2005-10-24,Luisa
1216,1830800,2006-01-25,Pedro
1217,1729416,2005-09-18,Carmen
1218,2234653,2005-08-01,Luisa
1219,438480,2005-10-23,Joaquín
1220,2032295,2005-11-27,Joaquín
1221,1377880,2005-07-10,Joaquín
1222,1805475,2005-06-10,María
1223,1070740,2005-12-22,Carmen
1224,785068,2006-01-22,Jesús
1225,1497195,2005-08-17,María
1226,1526840,2005-10-20,María
1227,996588,2005-06-20,Carmen
1228,451643,2006-01-15,María
1229,2422720,2005-11-27,Carmen
1230,1292980,2005-11-11,Luisa
1231,949578,2006-02-17,María
1232,820776,2005-08-20,Carmen
1233,848888,2005-07-26,Jesús
1234,1673173,2005-06-28,Joaquín
1235,841232,2006-01-18,María
1236,376090,2006-02-27,Joaquín
1237,820608,2005-07-28,Luisa
1238,839615,2005-10-05,María
1239,2562435,2005-06-20,Carmen
1240,630608,2005-12-17,Joaquín
1241,484200,2005-09-30,Pedro
1242,269516,2005-08-21,Carmen
1243,1152718,2005-07-31,Pedro
1244,1477428,2005-11-23,María
1245,367132,2005-08-31,Joaquín
1246,1557884,2005-12-09,Luisa
1247,851032,2006-01-02,Carmen
1248,500148,2005-08-09,Joaquín
1249,1362843,2006-01-31,Luisa
1250,730350,2005-06-28,Carmen
1251,867636,2005-11-02,Luisa
1252,459725,2006-01-26,Joaquín
1253,757809,2006-02-20,Luisa
1254,354360,2005-10-16,Carmen
1255,1620192,2005-10-09,María
1256,1149525,2006-02-27,Pedro
1257,1248862,2005-08-22,Jesús
1258,1495260,2005-11-03,Luisa
1259,485849,2005-07-24,Pedro
1260,1194930,2006-02-08,Jesús
1261,525096,2005-08-27,Joaquín
1262,849464,2006-03-26,Jesús
1263,1843074,2005-10-04,Pedro
1264,627321,2005-07-12,Joaquín
1265,363261,2005-07-24,Joaquín
1266,349720,2006-02-14,Luisa
1267,1191044,2006-03-30,Joaquín
1268,1307688,2006-02-11,María
1269,531784,2006-01-11,Joaquín
1270,1730876,2005-07-12,Luisa
1271,1500984,2005-10-23,Joaquín
1272,1599233,2005-11-04,Pedro
1273,1821771,2005-07-09,Pedro
1274,1754180,2005-12-03,Luisa
1275,1617270,2005-12-04,Luisa
1276,2232690,2006-01-29,María
1277,1040028,2005-11-17,María
1278,804884,2005-07-24,Carmen
1279,1938000,2005-09-26,Joaquín
1280,1004608,2006-01-06,Jesús
1281,520914,2005-07-17,Jesús
1282,812660,2005-10-31,Jesús
1283,400875,2005-08-26,Joaquín
1284,682344,2005-08-26,Pedro
1285,2872287,2005-09-16,Luisa
1286,1612334,2005-09-21,Jesús
1287,2413648,2006-01-06,María
1288,1857807,2005-11-07,Luisa
1289,1560125,2005-07-21,Luisa
1290,1273320,2005-11-30,Joaquín
1291,1566720,2005-09-02,Pedro
1292,1806650,2005-11-30,Pedro
1293,480318,2006-01-12,Joaquín
1294,899228,2005-12-24,Luisa
1295,716272,2005-08-31,Carmen
1296,1751450,2005-07-07,Jesús
1297,1179488,2005-12-26,Jesús
1298,1702590,2006-04-09,Pedro
1299,309702,2005-08-09,Carmen
1300,2531334,2005-12-18,Carmen
1301,2371392,2005-11-17,Luisa
1302,657020,2006-01-20,Pedro
1303,627300,2006-03-28,Pedro
1304,778141,2005-09-15,Jesús
1305,2229812,2005-08-26,María
1306,2589312,2005-07-20,Pedro
1307,1004707,2006-01-18,Joaquín
1308,574200,2005-09-16,Pedro
1309,1517628,2006-02-14,Carmen
1310,1059680,2005-07-14,Pedro
1311,1523880,2005-11-11,Jesús
1312,921195,2005-10-05,Luisa
1313,1205864,2006-02-05,Luisa
1314,1035416,2006-02-01,María
1315,1795819,2005-08-30,Luisa
1316,375999,2006-01-12,Pedro
1317,1543850,2005-12-21,María
1318,1727588,2006-04-07,Luisa
1319,841484,2006-04-07,María
1320,2478566,2005-07-21,Pedro
1321,2396835,2005-08-18,Joaquín
1322,431760,2006-04-09,Carmen
1323,454416,2005-09-25,Pedro
1324,563122,2005-10-25,Carmen
1325,651472,2005-09-13,Carmen
1326,281521,2005-10-27,Jesús
1327,2306031,2005-09-25,Carmen
1328,1367366,2005-07-21,Carmen
1329,2094795,2006-02-12,Carmen
1330,1435632,2006-03-10,Luisa
1331,1619122,2005-09-26,Luisa
1332,287952,2006-01-01,Carmen
1333,705628,2006-02-25,Luisa
1334,954930,2005-08-15,María
1335,2583126,2005-12-02,Pedro
1336,493971,2005-09-05,María
1337,163920,2006-04-09,Carmen
1338,716793,2006-02-25,Pedro
1339,1033548,2006-01-01,Carmen
1340,1007688,2005-12-26,Luisa
1341,1698664,2006-03-20,Carmen
1342,2292149,2006-01-22,Carmen
1343,1500240,2005-08-20,Carmen
1344,370158,2006-04-21,Jesús
1345,333650,2005-12-16,Carmen
1346,950015,2005-09-26,Pedro
1347,1850004,2006-01-15,Joaquín
1348,892704,2006-01-22,Joaquín
1349,425712,2006-03-23,Pedro
1350,505040,2005-09-08,Carmen
1351,1064637,2005-11-29,Jesús
1352,1702501,2005-12-10,Luisa
1353,2418064,2005-10-24,Jesús
1354,886222,2006-04-24,Luisa
1355,1421308,2005-11-12,Pedro
1356,1827420,2006-02-06,Luisa
1357,2474494,2006-03-25,Carmen
1358,1059328,2006-04-17,Jesús
1359,1201480,2005-09-18,María
1360,1179612,2005-10-06,Carmen
1361,1441188,2006-04-12,Luisa
1362,729579,2006-01-01,Joaquín
1363,783510,2006-02-13,Joaquín
1364,350155,2005-11-14,María
1365,850720,2006-03-28,Pedro
1366,567486,2006-01-26,María
1367,183105,2005-12-06,Joaquín
1368,976384,2006-04-19,Joaquín
1369,1270800,2006-04-25,Luisa
1370,406252,2006-02-25,María
1371,2633774,2005-09-01,Carmen
1372,2211328,2006-02-23,Pedro
1373,1287210,2005-12-21,Joaquín
1374,1363950,2005-09-11,Jesús
1375,609128,2005-12-27,María
1376,832000,2005-10-06,Luisa
1377,1543428,2005-08-25,Pedro
1378,1013523,2005-08-17,Joaquín
1379,958464,2005-08-13,Jesús
1380,902212,2006-04-30,Jesús
1381,1352096,2006-03-14,Jesús
1382,814793,2006-02-27,Luisa
1383,634583,2006-04-21,María
1384,2066064,2005-11-25,María
1385,1244600,2006-01-03,Luisa
1386,843180,2005-12-25,Carmen
1387,2288520,2005-11-02,Joaquín
1388,1892772,2006-03-26,María
1389,924741,2006-03-15,Carmen
1390,804640,2006-04-03,Carmen
1391,1046925,2005-12-05,Carmen
1392,305756,2005-11-02,Carmen
1393,2011934,2006-03-04,Jesús
1394,1923264,2005-09-21,Carmen
1395,1177052,2006-04-30,Jesús
1396,1623217,2005-08-12,Luisa
1397,899014,2006-04-09,María
1398,804768,2005-12-04,María
1399,1670100,2005-11-10,María
1400,2349200,2006-04-13,Pedro
1401,1133050,2006-02-28,Pedro
1402,2417572,2005-09-20,María
1403,1453428,2005-09-14,Joaquín
1404,493166,2005-12-08,Joaquín
1405,1531222,2005-10-28,Joaquín
1406,1864000,2005-12-06,Luisa
1407,1384355,2005-11-15,Luisa
1408,1733696,2005-09-16,Pedro
1409,662000,2006-04-08,Carmen
1410,999481,2005-09-08,María
1411,2120067,2006-02-24,Jesús
1412,742848,2005-10-12,Joaquín
1413,1206766,2005-11-09,Joaquín
1414,896969,2005-09-14,Carmen
1415,834394,2006-05-20,Jesús
1416,1137866,2005-10-23,Joaquín
1417,520521,2005-09-15,Carmen
1418,1300276,2006-03-21,Joaquín
1419,1040871,2005-09-02,Pedro
1420,1584856,2005-09-02,Joaquín
1421,1132230,2006-03-20,Pedro
1422,1240400,2005-11-04,Jesús
1423,1583785,2005-09-17,Luisa
1424,516159,2006-03-13,Luisa
1425,467410,2005-09-15,Jesús
1426,2228439,2005-09-17,Carmen
1427,1539135,2005-10-02,Luisa
1428,1046800,2006-03-03,María
1429,416430,2006-01-09,Pedro
1430,1792128,2006-04-15,Jesús
1431,264438,2005-08-23,Joaquín
1432,1610973,2006-03-21,Pedro
1433,572984,2005-12-30,Jesús
1434,548000,2005-11-30,Joaquín
1435,1428350,2005-11-08,Jesús
1436,1435239,2006-03-22,Joaquín
1437,1001376,2006-02-10,Carmen
1438,1306664,2005-10-30,Luisa
1439,1504755,2005-10-31,Luisa
1440,2116251,2006-01-14,Carmen
1441,1496320,2006-05-08,María
1442,672257,2006-02-15,Luisa
1443,958392,2006-01-21,Joaquín
1444,585812,2006-01-26,Luisa
1445,470988,2006-01-02,María
1446,567072,2005-10-30,Jesús
1447,1579012,2006-04-14,María
1448,706690,2006-01-03,Joaquín
1449,499698,2005-08-31,Pedro
1450,1779435,2006-05-18,Jesús
1451,455000,2005-10-22,Pedro
1452,1687836,2006-03-25,María
1453,1605374,2006-01-13,Joaquín
1454,1047774,2006-01-31,Jesús
1455,2190752,2006-04-24,Joaquín
1456,496806,2006-03-17,Joaquín
1457,1691085,2005-11-19,Pedro
1458,456532,2005-09-19,Joaquín
1459,1039452,2006-01-11,Carmen
1460,563085,2005-12-18,Jesús
1461,471440,2005-09-28,Luisa
1462,1591584,2005-10-30,Joaquín
1463,1393157,2005-11-26,Luisa
1464,525454,2006-04-10,Luisa
1465,802428,2006-02-15,Joaquín
1466,2333097,2005-09-15,María
1467,1297686,2006-05-01,Carmen
1468,419256,2006-03-08,Pedro
1469,2690954,2006-05-17,Joaquín
1470,485013,2005-11-27,Joaquín
1471,1250952,2006-02-26,Luisa
1472,1955340,2006-04-23,Jesús
1473,2549313,2006-02-20,Carmen
1474,216187,2006-04-18,Jesús
1475,2172232,2005-09-20,Pedro
1476,364270,2006-02-02,María
1477,1504301,2006-04-08,Joaquín
1478,417231,2006-03-19,Pedro
1479,1053628,2006-04-13,María
1480,1344933,2005-09-24,Pedro
1481,868367,2006-06-03,Jesús
1482,368384,2005-09-15,Jesús
1483,2677590,2006-04-08,Luisa
1484,1484028,2006-03-24,Jesús
1485,1121906,2005-11-12,Carmen
1486,537915,2006-05-16,Carmen
1487,704476,2006-02-07,Joaquín
1488,1323792,2005-09-17,Jesús
1489,691712,2006-04-10,Pedro
1490,1241034,2006-06-05,Carmen
1491,1405305,2006-02-01,Carmen
1492,1001750,2005-11-23,Joaquín
1493,1471320,2006-03-11,Carmen
1494,1590010,2006-04-13,Carmen
1495,2520904,2006-05-12,Luisa
1496,880075,2005-12-15,Jesús
1497,256630,2005-10-23,María
1498,1084300,2005-10-10,Luisa
1499,595750,2006-03-30,Joaquín
1500,317044,2006-04-16,Jesús
1501,1175160,2005-11-28,Carmen
1502,977011,2006-03-03,Carmen
1503,778430,2005-11-14,Joaquín
1504,220148,2006-06-14,Jesús
1505,2512640,2006-03-16,Jesús
1506,716260,2006-04-04,Luisa
1507,2594780,2006-02-23,María
1508,2180628,2006-02-05,Pedro
1509,763329,2006-02-05,Joaquín
1510,1587063,2006-02-02,Carmen
1511,2419209,2006-05-25,María
1512,987040,2006-01-11,Luisa
1513,781000,2006-02-25,María
1514,1689000,2005-09-30,Luisa
1515,805714,2006-03-20,Carmen
1516,1217501,2005-11-20,Joaquín
1517,1456999,2005-10-01,Carmen
1518,659858,2006-05-27,Carmen
1519,999950,2005-10-30,Carmen
1520,399143,2005-11-08,Jesús
1521,306120,2005-11-24,Carmen
1522,1454232,2006-01-24,Pedro
1523,880380,2005-12-11,María
1524,2283372,2006-02-12,Carmen
1525,586908,2006-05-28,Luisa
1526,400600,2005-10-02,María
1527,1132608,2005-11-12,María
1528,1257075,2006-06-06,María
1529,480240,2006-06-07,Jesús
1530,2325766,2005-10-20,Joaquín
1531,1542580,2006-05-03,Luisa
1532,540452,2006-01-24,Jesús
1533,1742293,2006-04-13,Pedro
1534,456756,2005-11-20,Pedro
1535,361759,2005-12-01,Jesús
1536,1035826,2006-05-27,Jesús
1537,1405852,2006-05-14,Pedro
1538,850368,2005-10-30,Carmen
1539,2223919,2005-11-19,Joaquín
1540,1045816,2006-03-12,Carmen
1541,2401083,2006-04-08,Joaquín
1542,381494,2005-12-27,Luisa
1543,1573493,2006-07-02,Luisa
1544,866008,2006-06-23,Pedro
1545,1294110,2006-03-08,Jesús
1546,1258534,2006-01-27,María
1547,330885,2006-04-16,Jesús
1548,519259,2005-10-30,María
1549,804144,2005-11-24,María
1550,944385,2006-02-15,Carmen
1551,436428,2006-04-28,Jesús
1552,859040,2005-11-06,Joaquín
1553,618786,2006-07-07,Luisa
1554,708840,2005-11-03,Luisa
1555,1388238,2006-06-13,Joaquín
1556,1582845,2006-04-15,Pedro
1557,830648,2005-10-30,Joaquín
1558,824688,2006-05-16,Joaquín
1559,1074921,2005-10-25,Luisa
1560,1823406,2006-05-02,Pedro
1561,583638,2005-10-17,Luisa
1562,1881810,2006-07-10,Joaquín
1563,1983840,2005-10-18,Pedro
1564,533840,2006-05-29,Luisa
1565,706440,2006-06-02,Pedro
1566,2057496,2005-11-13,Jesús
1567,2005080,2006-04-25,Pedro
1568,2202837,2006-06-27,María
1569,347931,2006-04-28,Pedro
1570,583692,2006-01-11,Carmen
1571,1716300,2006-04-21,María
1572,1271388,2006-01-10,Joaquín
1573,1699719,2006-01-10,Jesús
1574,1620575,2006-02-18,Joaquín
1575,2207286,2006-07-09,Pedro
1576,1186560,2005-11-05,Luisa
1577,1723040,2006-04-05,Jesús
1578,1207101,2006-02-20,María
1579,786830,2005-11-18,Carmen
