,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
566,567,2004-07-26,Local,Venta,Barcelona,98,469910,2005-01-08,Joaquín
567,568,2004-07-26,Local,Venta,Lleida,153,639999,2005-05-11,Luisa
572,573,2004-07-28,Parking,Venta,Tarragona,243,1038825,2004-12-14,Jesús
574,575,2004-07-28,Parking,Alquiler,Barcelona,280,1877400,2005-04-21,Joaquín
575,576,2004-07-29,Casa,Venta,Barcelona,54,435348,2005-02-20,Pedro
576,577,2004-07-29,Oficina,Venta,Barcelona,154,889658,2005-06-22,Joaquín
577,578,2004-07-29,Oficina,Venta,Girona,221,1571973,2004-12-25,Joaquín
578,579,2004-07-29,Industrial,Venta,Girona,148,811780,2005-04-17,Luisa
579,580,2004-07-30,Parking,Venta,Tarragona,226,1634884,2005-07-20,María
580,581,2004-07-30,Casa,Venta,Tarragona,230,1742020,2004-11-16,Jesús
581,582,2004-07-31,Industrial,Venta,Lleida,290,2584480,2004-11-22,Jesús
582,583,2004-07-31,Local,Venta,Tarragona,297,1767744,2005-03-23,Pedro
583,584,2004-08-01,Casa,Alquiler,Girona,257,1077601,2005-02-07,Luisa
588,589,2004-08-02,Oficina,Venta,Tarragona,138,1372686,2005-06-17,Carmen
589,590,2004-08-03,Suelo,Venta,Tarragona,95,627570,2005-03-16,Carmen
592,593,2004-08-04,Suelo,Venta,Tarragona,213,1234974,2005-06-23,Carmen
594,595,2004-08-04,Industrial,Venta,Barcelona,262,1343798,2005-04-15,Jesús
595,596,2004-08-04,Parking,Venta,Lleida,62,358360,2005-07-23,Luisa
596,597,2004-08-05,Casa,Venta,Lleida,71,323760,2005-03-15,María
597,598,2004-08-06,Casa,Venta,Lleida,94,735456,2005-05-02,María
599,600,2004-08-08,Oficina,Alquiler,Barcelona,289,1275646,2005-01-29,Pedro
601,602,2004-08-09,Industrial,Venta,Girona,227,1218763,2005-07-27,Joaquín
606,607,2004-08-10,Parking,Venta,Barcelona,49,418019,2005-02-22,Pedro
607,608,2004-08-11,Suelo,Venta,Lleida,210,1117620,2005-05-12,Carmen
608,609,2004-08-11,Suelo,Venta,Lleida,287,1790880,2004-11-18,Pedro
609,610,2004-08-11,Local,Venta,Barcelona,127,1058545,2005-01-23,Joaquín
610,611,2004-08-11,Casa,Venta,Barcelona,294,2658936,2005-06-21,Luisa
612,613,2004-08-11,Industrial,Venta,Barcelona,225,1879200,2004-11-19,Pedro
614,615,2004-08-12,Local,Venta,Lleida,283,1992320,2005-04-07,María
616,617,2004-08-13,Piso,Venta,Lleida,172,1283980,2005-01-27,Carmen
620,621,2004-08-14,Industrial,Venta,Tarragona,223,2171128,2005-03-23,Carmen
621,622,2004-08-14,Piso,Venta,Barcelona,123,1116348,2005-06-29,Luisa
622,623,2004-08-15,Local,Venta,Tarragona,72,577656,2005-07-30,María
623,624,2004-08-15,Industrial,Venta,Tarragona,154,1122352,2005-05-11,Jesús
625,626,2004-08-16,Piso,Alquiler,Tarragona,263,2061131,2005-07-28,Joaquín
628,629,2004-08-17,Piso,Venta,Girona,249,1427019,2004-12-04,Jesús
630,631,2004-08-17,Parking,Alquiler,Barcelona,272,1972816,2005-08-14,Carmen
631,632,2004-08-17,Piso,Venta,Girona,201,1816437,2005-05-10,Pedro
633,634,2004-08-18,Piso,Alquiler,Tarragona,283,2576432,2005-05-13,María
637,638,2004-08-18,Casa,Venta,Tarragona,116,915704,2005-01-27,María
638,639,2004-08-19,Piso,Alquiler,Girona,277,2646181,2005-07-04,Carmen
640,641,2004-08-19,Oficina,Venta,Girona,249,2306238,2005-03-02,María
641,642,2004-08-20,Industrial,Venta,Girona,119,711382,2005-08-01,Luisa
642,643,2004-08-20,Industrial,Alquiler,Lleida,255,2338095,2005-08-10,Carmen
644,645,2004-08-20,Industrial,Venta,Tarragona,227,1917696,2005-02-22,Joaquín
646,647,2004-08-21,Piso,Venta,Barcelona,67,346256,2005-05-18,Luisa
647,648,2004-08-21,Oficina,Venta,Girona,267,1153173,2005-03-28,Pedro
649,650,2004-08-22,Parking,Venta,Lleida,80,777360,2005-04-21,Carmen
650,651,2004-08-22,Piso,Venta,Girona,207,1015956,2005-06-17,Jesús
651,652,2004-08-22,Oficina,Alquiler,Girona,259,1080548,2004-12-31,María
652,653,2004-08-22,Piso,Venta,Tarragona,147,730149,2004-12-25,Carmen
654,655,2004-08-22,Oficina,Venta,Girona,293,2787016,2005-03-23,Luisa
655,656,2004-08-23,Oficina,Venta,Tarragona,252,1773072,2005-04-01,Luisa
656,657,2004-08-23,Casa,Venta,Lleida,284,1589832,2005-02-28,Luisa
657,658,2004-08-23,Parking,Venta,Tarragona,286,1442870,2005-08-09,Pedro
659,660,2004-08-23,Piso,Venta,Tarragona,176,1003552,2005-08-05,Carmen
660,661,2004-08-23,Local,Venta,Girona,278,1730550,2004-12-09,María
661,662,2004-08-24,Parking,Alquiler,Girona,254,1963166,2005-07-27,Joaquín
663,664,2004-08-24,Local,Alquiler,Girona,252,2057832,2005-03-14,Luisa
665,666,2004-08-26,Suelo,Venta,Lleida,271,1457980,2005-05-09,Luisa
666,667,2004-08-26,Oficina,Venta,Barcelona,116,651920,2005-05-09,María
667,668,2004-08-27,Parking,Venta,Barcelona,195,1513005,2005-01-21,Pedro
668,669,2004-08-27,Parking,Venta,Tarragona,290,1747830,2005-01-14,Luisa
669,670,2004-08-28,Industrial,Venta,Barcelona,289,2188597,2005-04-27,María
672,673,2004-08-29,Industrial,Venta,Barcelona,67,479318,2005-04-03,Luisa
673,674,2004-08-29,Parking,Venta,Girona,152,1392168,2005-08-04,Pedro
675,676,2004-08-29,Casa,Venta,Girona,47,311563,2004-12-27,Carmen
677,678,2004-08-30,Industrial,Venta,Barcelona,225,1239300,2005-01-29,María
678,679,2004-08-30,Suelo,Venta,Tarragona,113,1074969,2005-04-16,Joaquín
680,681,2004-08-30,Industrial,Alquiler,Tarragona,284,1166104,2005-04-08,Jesús
681,682,2004-08-30,Oficina,Venta,Lleida,274,1577692,2005-05-11,Joaquín
683,684,2004-08-31,Parking,Venta,Tarragona,247,2285244,2005-03-07,María
684,685,2004-08-31,Piso,Venta,Girona,97,662316,2005-04-27,Carmen
687,688,2004-09-01,Suelo,Venta,Lleida,163,688838,2004-12-13,Luisa
688,689,2004-09-02,Parking,Venta,Girona,64,622144,2005-07-05,María
691,692,2004-09-02,Oficina,Venta,Lleida,177,1022883,2005-04-29,María
692,693,2004-09-03,Suelo,Venta,Barcelona,269,1722407,2004-12-21,Jesús
694,695,2004-09-03,Local,Venta,Lleida,205,1524585,2005-05-02,Pedro
695,696,2004-09-04,Suelo,Alquiler,Tarragona,256,1379328,2005-03-27,Luisa
699,700,2004-09-06,Local,Alquiler,Girona,299,1251315,2005-01-20,Luisa
700,701,2004-09-06,Casa,Venta,Girona,225,2023200,2004-12-27,Joaquín
701,702,2004-09-07,Piso,Alquiler,Girona,295,2553225,2005-01-14,Carmen
702,703,2004-09-07,Casa,Venta,Tarragona,160,1341120,2005-07-25,María
703,704,2004-09-08,Piso,Alquiler,Barcelona,278,2540364,2005-04-12,Carmen
704,705,2004-09-08,Oficina,Alquiler,Tarragona,271,1165842,2005-02-10,Luisa
705,706,2004-09-08,Piso,Alquiler,Girona,258,1501560,2005-01-05,Joaquín
706,707,2004-09-08,Industrial,Venta,Girona,215,1713120,2005-05-27,Carmen
707,708,2004-09-08,Industrial,Venta,Tarragona,158,1124012,2005-05-03,Pedro
709,710,2004-09-09,Parking,Venta,Lleida,274,1291636,2005-05-24,María
710,711,2004-09-10,Casa,Venta,Tarragona,289,2114035,2004-12-14,Luisa
712,713,2004-09-10,Casa,Venta,Barcelona,73,688463,2005-08-08,Luisa
718,719,2004-09-11,Oficina,Venta,Tarragona,283,1565839,2005-06-15,Pedro
719,720,2004-09-11,Casa,Venta,Tarragona,226,2216608,2005-07-09,Luisa
720,721,2004-09-12,Industrial,Venta,Tarragona,44,266596,2005-04-23,Luisa
725,726,2004-09-13,Parking,Venta,Girona,112,1081360,2005-05-03,María
727,728,2004-09-16,Suelo,Venta,Barcelona,139,585746,2005-05-03,Pedro
729,730,2004-09-16,Parking,Alquiler,Tarragona,284,1830664,2005-01-02,Pedro
730,731,2004-09-16,Casa,Venta,Girona,109,555246,2005-04-10,Joaquín
731,732,2004-09-16,Suelo,Venta,Tarragona,117,652743,2004-12-23,Pedro
733,734,2004-09-17,Piso,Venta,Lleida,85,644470,2005-06-22,María
735,736,2004-09-19,Industrial,Venta,Barcelona,112,840560,2005-06-29,Pedro
737,738,2004-09-19,Suelo,Alquiler,Lleida,294,1201578,2005-01-31,Luisa
738,739,2004-09-20,Piso,Venta,Barcelona,250,1527750,2005-02-10,Luisa
739,740,2004-09-21,Parking,Alquiler,Barcelona,254,2328418,2005-01-06,Joaquín
740,741,2004-09-21,Parking,Venta,Tarragona,126,1184274,2005-07-28,María
741,742,2004-09-22,Suelo,Venta,Barcelona,218,1330236,2004-12-27,Pedro
742,743,2004-09-22,Local,Venta,Lleida,56,542864,2005-09-08,María
743,744,2004-09-22,Casa,Venta,Barcelona,99,538065,2005-06-19,Jesús
744,745,2004-09-22,Suelo,Venta,Lleida,83,445295,2005-01-30,Pedro
748,749,2004-09-23,Local,Venta,Lleida,114,679554,2005-09-16,Pedro
749,750,2004-09-23,Parking,Alquiler,Girona,294,1335936,2005-07-14,Carmen
750,751,2004-09-23,Parking,Venta,Girona,132,556116,2005-09-11,Luisa
751,752,2004-09-25,Local,Venta,Barcelona,182,1509872,2005-08-05,Luisa
752,753,2004-09-25,Local,Venta,Lleida,67,399655,2005-08-13,Luisa
753,754,2004-09-25,Piso,Alquiler,Tarragona,251,1206557,2005-05-20,María
754,755,2004-09-25,Oficina,Venta,Tarragona,235,2202655,2005-04-16,Pedro
756,757,2004-09-26,Industrial,Venta,Barcelona,42,306726,2005-06-16,Jesús
757,758,2004-09-26,Piso,Venta,Barcelona,272,1535168,2005-07-26,Luisa
759,760,2004-09-26,Casa,Alquiler,Barcelona,299,1695330,2005-07-14,Joaquín
760,761,2004-09-26,Local,Venta,Girona,50,411700,2005-01-05,Carmen
761,762,2004-09-26,Parking,Venta,Barcelona,48,371712,2005-08-14,María
762,763,2004-09-27,Piso,Alquiler,Girona,291,2411808,2005-02-28,Joaquín
764,765,2004-09-28,Local,Alquiler,Girona,291,2354481,2005-01-26,Carmen
767,768,2004-09-29,Piso,Venta,Girona,231,1213212,2005-06-24,Carmen
768,769,2004-10-02,Casa,Venta,Barcelona,159,1162131,2005-08-25,Pedro
769,770,2004-10-04,Oficina,Venta,Lleida,185,1343840,2005-04-17,Carmen
770,771,2004-10-04,Industrial,Venta,Girona,44,223564,2005-09-26,Luisa
771,772,2004-10-04,Suelo,Venta,Barcelona,277,1363948,2005-01-02,Jesús
772,773,2004-10-04,Suelo,Venta,Lleida,59,484744,2005-05-27,Joaquín
774,775,2004-10-05,Local,Venta,Lleida,204,1606500,2005-07-25,Carmen
775,776,2004-10-05,Parking,Venta,Lleida,76,411160,2005-02-15,Joaquín
778,779,2004-10-06,Local,Alquiler,Tarragona,256,1877760,2005-04-14,María
779,780,2004-10-06,Local,Venta,Tarragona,185,1607280,2005-03-28,Carmen
781,782,2004-10-06,Suelo,Venta,Girona,74,299996,2005-09-02,María
785,786,2004-10-06,Parking,Venta,Lleida,224,913248,2005-07-03,Jesús
786,787,2004-10-06,Casa,Venta,Barcelona,279,2064879,2005-05-07,María
787,788,2004-10-07,Casa,Venta,Girona,92,853852,2005-09-25,Carmen
788,789,2004-10-07,Piso,Venta,Barcelona,251,1781849,2005-07-23,Luisa
789,790,2004-10-07,Piso,Venta,Tarragona,108,647460,2005-03-10,Luisa
790,791,2004-10-08,Industrial,Venta,Girona,113,869196,2005-07-28,Jesús
791,792,2004-10-08,Piso,Venta,Tarragona,292,1565120,2005-10-02,Joaquín
792,793,2004-10-08,Piso,Venta,Lleida,88,507320,2005-09-06,María
793,794,2004-10-10,Oficina,Venta,Tarragona,277,1522946,2005-03-09,Joaquín
796,797,2004-10-11,Oficina,Venta,Barcelona,255,1442280,2005-05-04,Jesús
797,798,2004-10-11,Piso,Venta,Girona,222,1478742,2005-09-24,Jesús
798,799,2004-10-11,Suelo,Alquiler,Tarragona,278,2209822,2005-02-27,Jesús
801,802,2004-10-13,Suelo,Venta,Lleida,114,1106028,2005-02-27,María
803,804,2004-10-13,Industrial,Venta,Girona,114,580032,2005-03-28,Jesús
805,806,2004-10-14,Oficina,Venta,Girona,43,415552,2005-01-16,Luisa
806,807,2004-10-15,Suelo,Alquiler,Tarragona,259,1891736,2005-07-18,María
808,809,2004-10-15,Casa,Venta,Tarragona,222,1292484,2005-10-01,Pedro
809,810,2004-10-15,Industrial,Venta,Barcelona,51,334305,2005-09-25,Carmen
810,811,2004-10-16,Industrial,Venta,Lleida,214,1805518,2005-08-30,Carmen
811,812,2004-10-16,Oficina,Venta,Tarragona,236,2208252,2005-04-21,Pedro
812,813,2004-10-17,Casa,Venta,Girona,138,733470,2005-04-04,Pedro
814,815,2004-10-17,Industrial,Venta,Tarragona,182,1690416,2005-09-04,Pedro
818,819,2004-10-19,Parking,Venta,Barcelona,102,562632,2005-09-01,Luisa
820,821,2004-10-19,Parking,Venta,Girona,161,1392006,2005-07-12,María
821,822,2004-10-20,Industrial,Venta,Tarragona,259,1628333,2005-08-09,María
822,823,2004-10-20,Parking,Venta,Lleida,177,992793,2005-03-20,Carmen
824,825,2004-10-21,Local,Venta,Tarragona,172,866880,2005-09-01,Luisa
826,827,2004-10-22,Industrial,Venta,Tarragona,149,1391809,2005-08-06,Pedro
828,829,2004-10-23,Local,Venta,Lleida,152,1218888,2005-03-04,Joaquín
829,830,2004-10-24,Local,Venta,Lleida,143,1409551,2005-04-23,Jesús
830,831,2004-10-24,Parking,Venta,Girona,115,880900,2005-07-04,Carmen
833,834,2004-10-24,Casa,Venta,Barcelona,73,592103,2005-03-21,Jesús
834,835,2004-10-25,Parking,Venta,Lleida,168,1276800,2005-07-25,Carmen
835,836,2004-10-25,Suelo,Venta,Tarragona,274,2124596,2005-02-21,Carmen
836,837,2004-10-27,Local,Venta,Girona,127,1021334,2005-05-21,Joaquín
838,839,2004-10-27,Local,Venta,Lleida,109,1029178,2005-07-13,Joaquín
840,841,2004-10-27,Piso,Venta,Girona,120,1061160,2005-04-13,Luisa
841,842,2004-10-29,Suelo,Venta,Barcelona,109,942196,2005-08-31,Joaquín
842,843,2004-10-30,Casa,Venta,Barcelona,175,1712725,2005-03-12,Carmen
844,845,2004-10-31,Industrial,Venta,Tarragona,280,1485680,2005-10-23,Luisa
848,849,2004-11-01,Casa,Venta,Tarragona,120,1003320,2005-07-18,Carmen
852,853,2004-11-02,Piso,Venta,Tarragona,246,1708716,2005-03-16,Jesús
853,854,2004-11-02,Piso,Alquiler,Lleida,299,2430272,2005-03-26,Carmen
854,855,2004-11-03,Suelo,Venta,Girona,223,1650200,2005-08-28,Carmen
855,856,2004-11-03,Industrial,Venta,Barcelona,247,995657,2005-06-29,Jesús
856,857,2004-11-03,Industrial,Venta,Girona,238,2379048,2005-09-08,María
857,858,2004-11-03,Oficina,Alquiler,Lleida,251,1821758,2005-06-11,Luisa
858,859,2004-11-03,Suelo,Venta,Barcelona,65,397540,2005-05-22,Joaquín
859,860,2004-11-03,Piso,Venta,Lleida,288,2242656,2005-02-11,Jesús
863,864,2004-11-06,Industrial,Venta,Girona,108,553608,2005-02-04,Luisa
865,866,2004-11-07,Parking,Venta,Girona,136,1054544,2005-09-18,María
866,867,2004-11-07,Suelo,Venta,Tarragona,82,418692,2005-09-10,Luisa
867,868,2004-11-07,Suelo,Venta,Tarragona,127,912114,2005-09-20,Joaquín
869,870,2004-11-08,Industrial,Venta,Tarragona,245,1951180,2005-04-06,Luisa
872,873,2004-11-09,Industrial,Alquiler,Lleida,295,2923155,2005-05-06,Luisa
873,874,2004-11-09,Piso,Venta,Tarragona,80,458560,2005-02-22,Pedro
875,876,2004-11-09,Industrial,Venta,Tarragona,114,968658,2005-06-29,María
878,879,2004-11-10,Oficina,Venta,Lleida,147,1070307,2005-07-10,Pedro
879,880,2004-11-11,Parking,Alquiler,Lleida,272,1542784,2005-06-24,Joaquín
881,882,2004-11-11,Local,Venta,Tarragona,220,970420,2005-08-28,Luisa
882,883,2004-11-11,Piso,Venta,Girona,266,1370964,2005-10-22,María
883,884,2004-11-11,Piso,Venta,Girona,125,590875,2005-09-20,Carmen
885,886,2004-11-12,Piso,Venta,Girona,133,1191281,2005-06-28,Joaquín
889,890,2004-11-13,Oficina,Venta,Tarragona,165,1598520,2005-10-11,Pedro
890,891,2004-11-13,Casa,Venta,Girona,255,2543625,2005-08-29,Pedro
892,893,2004-11-14,Casa,Venta,Tarragona,228,1115604,2005-09-21,Pedro
897,898,2004-11-15,Casa,Venta,Barcelona,258,2449452,2005-03-14,Jesús
898,899,2004-11-16,Local,Venta,Barcelona,58,315810,2005-06-14,Jesús
900,901,2004-11-16,Parking,Alquiler,Girona,294,1653456,2005-07-18,Pedro
901,902,2004-11-17,Oficina,Alquiler,Barcelona,294,2722146,2005-11-05,Joaquín
903,904,2004-11-17,Piso,Venta,Barcelona,62,455762,2005-07-25,Pedro
907,908,2004-11-18,Parking,Venta,Girona,134,933444,2005-04-17,Pedro
908,909,2004-11-18,Industrial,Venta,Tarragona,127,1204595,2005-04-15,Carmen
913,914,2004-11-20,Piso,Venta,Girona,48,366480,2005-09-19,Pedro
914,915,2004-11-20,Oficina,Venta,Girona,285,1869885,2005-08-10,Jesús
916,917,2004-11-21,Parking,Venta,Tarragona,263,1719757,2005-08-28,Pedro
918,919,2004-11-22,Casa,Alquiler,Lleida,270,1311660,2005-10-11,María
919,920,2004-11-23,Industrial,Venta,Barcelona,137,1242042,2005-08-08,Luisa
920,921,2004-11-24,Suelo,Venta,Tarragona,163,1273030,2005-06-16,Luisa
921,922,2004-11-24,Oficina,Venta,Lleida,217,1238202,2005-05-11,Joaquín
922,923,2004-11-24,Suelo,Venta,Tarragona,257,1440742,2005-07-09,Carmen
923,924,2004-11-25,Parking,Alquiler,Girona,283,2213909,2005-05-10,Luisa
924,925,2004-11-25,Parking,Alquiler,Lleida,298,2039512,2005-10-11,Joaquín
925,926,2004-11-25,Suelo,Alquiler,Barcelona,298,2376550,2005-10-19,Luisa
927,928,2004-11-26,Industrial,Alquiler,Barcelona,283,1615647,2005-06-06,Joaquín
929,930,2004-11-27,Local,Venta,Tarragona,161,1604687,2005-03-05,Luisa
930,931,2004-11-27,Suelo,Venta,Lleida,223,2053384,2005-11-13,Carmen
931,932,2004-11-29,Parking,Venta,Lleida,121,754435,2005-04-23,Joaquín
936,937,2004-12-01,Industrial,Alquiler,Girona,276,1932552,2005-10-20,María
937,938,2004-12-01,Local,Venta,Barcelona,158,766774,2005-03-24,Pedro
939,940,2004-12-02,Industrial,Venta,Barcelona,249,1662822,2005-07-11,Luisa
940,941,2004-12-02,Industrial,Venta,Barcelona,68,614244,2005-05-11,Jesús
942,943,2004-12-03,Piso,Venta,Tarragona,268,1273000,2005-06-16,Carmen
944,945,2004-12-04,Piso,Venta,Tarragona,162,894888,2005-03-26,Pedro
945,946,2004-12-04,Piso,Venta,Girona,243,1447551,2005-09-13,Pedro
946,947,2004-12-04,Suelo,Venta,Lleida,103,474624,2005-03-25,Carmen
949,950,2004-12-05,Piso,Venta,Girona,233,2153852,2005-03-11,Pedro
950,951,2004-12-06,Oficina,Venta,Barcelona,65,307255,2005-10-11,Carmen
951,952,2004-12-07,Industrial,Venta,Barcelona,142,954808,2005-06-18,María
953,954,2004-12-08,Parking,Venta,Lleida,68,330956,2005-09-18,María
954,955,2004-12-09,Suelo,Venta,Girona,200,1938400,2005-08-25,María
955,956,2004-12-09,Piso,Venta,Tarragona,80,509840,2005-05-21,Carmen
958,959,2004-12-10,Parking,Venta,Tarragona,291,1872876,2005-05-16,María
959,960,2004-12-10,Suelo,Venta,Girona,275,1732500,2005-07-10,Joaquín
962,963,2004-12-11,Local,Venta,Lleida,190,1593720,2005-05-28,Pedro
963,964,2004-12-11,Suelo,Venta,Girona,185,1038590,2005-07-15,Luisa
964,965,2004-12-11,Industrial,Venta,Girona,56,525616,2005-08-15,Joaquín
966,967,2004-12-12,Piso,Venta,Girona,175,722925,2005-03-18,Carmen
968,969,2004-12-14,Piso,Venta,Lleida,272,2581552,2005-10-22,Pedro
970,971,2004-12-14,Piso,Venta,Lleida,200,1145600,2005-09-22,María
971,972,2004-12-14,Piso,Venta,Girona,219,1059303,2005-07-27,Joaquín
974,975,2004-12-16,Suelo,Venta,Lleida,77,409563,2005-07-30,Pedro
977,978,2004-12-17,Casa,Venta,Tarragona,115,659295,2005-10-09,María
979,980,2004-12-18,Suelo,Venta,Barcelona,122,589016,2005-10-04,Joaquín
980,981,2004-12-18,Local,Venta,Girona,278,2273762,2005-11-30,Pedro
983,984,2004-12-19,Suelo,Alquiler,Lleida,278,1678286,2005-04-20,Jesús
984,985,2004-12-20,Piso,Alquiler,Barcelona,270,2427300,2005-09-06,Pedro
986,987,2004-12-21,Industrial,Venta,Lleida,258,1894752,2005-08-21,Carmen
988,989,2004-12-21,Piso,Venta,Lleida,81,528120,2005-07-09,Joaquín
989,990,2004-12-21,Industrial,Venta,Barcelona,182,1717898,2005-04-24,Pedro
990,991,2004-12-21,Oficina,Venta,Barcelona,233,1870757,2005-10-13,Luisa
991,992,2004-12-22,Piso,Alquiler,Girona,281,2326118,2005-07-22,María
992,993,2004-12-22,Industrial,Venta,Tarragona,201,1911510,2005-06-23,Luisa
993,994,2004-12-22,Local,Venta,Girona,187,1346961,2005-12-20,Joaquín
994,995,2004-12-22,Oficina,Venta,Tarragona,180,1414800,2005-05-29,Joaquín
997,998,2004-12-23,Local,Venta,Girona,219,2101743,2005-07-30,Luisa
998,999,2004-12-23,Industrial,Venta,Girona,67,430743,2005-06-06,Pedro
999,1000,2004-12-24,Parking,Venta,Lleida,300,2707200,2005-10-15,Luisa
1000,1001,2004-12-25,Local,Venta,Barcelona,250,1368750,2005-06-07,Luisa
1001,1002,2004-12-25,Piso,Alquiler,Barcelona,292,2677056,2005-07-22,María
1002,1003,2004-12-25,Parking,Venta,Tarragona,87,638058,2005-07-19,Jesús
1003,1004,2004-12-26,Piso,Venta,Lleida,95,866780,2005-04-15,Jesús
1005,1006,2004-12-26,Suelo,Venta,Lleida,215,1706240,2005-04-25,Pedro
1007,1008,2004-12-27,Casa,Venta,Lleida,121,622787,2005-05-02,Carmen
1009,1010,2004-12-27,Parking,Venta,Girona,211,945702,2005-12-04,Luisa
1011,1012,2004-12-30,Oficina,Venta,Tarragona,173,1008071,2005-07-21,Jesús
1012,1013,2004-12-31,Oficina,Venta,Barcelona,191,1657880,2005-09-06,Pedro
1013,1014,2004-12-31,Casa,Venta,Barcelona,146,1457226,2005-11-05,María
1016,1017,2005-01-01,Parking,Venta,Girona,217,2101862,2005-10-23,Carmen
1017,1018,2005-01-01,Local,Alquiler,Barcelona,269,1360064,2005-08-17,Jesús
1018,1019,2005-01-02,Suelo,Venta,Lleida,47,369984,2005-08-24,Jesús
1022,1023,2005-01-03,Oficina,Venta,Girona,105,889980,2005-10-16,Pedro
1027,1028,2005-01-05,Casa,Venta,Lleida,81,610416,2005-11-25,Joaquín
1028,1029,2005-01-05,Piso,Alquiler,Lleida,269,1089181,2005-07-25,Joaquín
1034,1035,2005-01-07,Industrial,Venta,Barcelona,252,2398788,2005-11-19,Jesús
1035,1036,2005-01-07,Local,Venta,Lleida,180,1636560,2005-08-31,Luisa
1036,1037,2005-01-08,Industrial,Venta,Lleida,271,2496723,2005-12-12,Jesús
1038,1039,2005-01-09,Casa,Alquiler,Lleida,264,1441440,2005-10-28,Pedro
1039,1040,2005-01-09,Local,Venta,Barcelona,162,1315440,2005-09-16,Jesús
1040,1041,2005-01-09,Local,Alquiler,Tarragona,286,1732302,2005-08-26,Joaquín
1041,1042,2005-01-10,Suelo,Venta,Tarragona,90,374310,2005-12-07,María
1044,1045,2005-01-11,Parking,Alquiler,Girona,260,2402920,2005-10-09,Joaquín
1047,1048,2005-01-12,Casa,Alquiler,Barcelona,279,2362572,2005-09-25,Luisa
1048,1049,2005-01-12,Oficina,Venta,Barcelona,73,672987,2005-04-21,Joaquín
1049,1050,2005-01-12,Casa,Venta,Tarragona,120,703680,2005-09-16,Carmen
1050,1051,2005-01-12,Parking,Venta,Lleida,246,1940448,2005-10-08,Pedro
1051,1052,2005-01-12,Casa,Venta,Girona,75,624600,2005-12-12,María
1052,1053,2005-01-13,Industrial,Venta,Girona,42,224280,2005-07-10,María
1053,1054,2005-01-14,Oficina,Alquiler,Barcelona,251,2138771,2005-05-15,Carmen
1056,1057,2005-01-15,Casa,Venta,Barcelona,90,599850,2005-12-30,María
1057,1058,2005-01-15,Parking,Venta,Barcelona,221,1919827,2006-01-06,Joaquín
1058,1059,2005-01-16,Oficina,Venta,Girona,133,573230,2005-09-20,Jesús
1059,1060,2005-01-17,Piso,Venta,Barcelona,80,500560,2005-12-11,Jesús
1060,1061,2005-01-17,Industrial,Venta,Barcelona,45,259515,2005-12-17,Joaquín
1061,1062,2005-01-18,Parking,Venta,Tarragona,68,652052,2005-09-20,Joaquín
1062,1063,2005-01-19,Oficina,Venta,Barcelona,213,1886541,2005-09-05,Jesús
1065,1066,2005-01-20,Suelo,Venta,Girona,287,2808008,2005-06-24,Pedro
1066,1067,2005-01-20,Suelo,Venta,Lleida,108,892620,2005-11-08,Pedro
1067,1068,2005-01-21,Parking,Venta,Barcelona,221,1471197,2005-10-17,Joaquín
1068,1069,2005-01-21,Local,Venta,Tarragona,108,1065744,2005-05-03,Pedro
1069,1070,2005-01-21,Parking,Venta,Lleida,232,1162784,2005-08-23,Pedro
1070,1071,2005-01-21,Parking,Venta,Girona,118,1134452,2005-04-27,Carmen
1073,1074,2005-01-22,Industrial,Alquiler,Lleida,293,2141830,2005-09-19,Joaquín
1074,1075,2005-01-23,Parking,Alquiler,Barcelona,290,2275050,2005-09-20,Jesús
1075,1076,2005-01-23,Parking,Venta,Lleida,72,298368,2005-04-26,Luisa
1077,1078,2005-01-24,Oficina,Alquiler,Barcelona,254,1850644,2005-11-28,Carmen
1078,1079,2005-01-24,Oficina,Venta,Girona,91,777686,2005-10-19,Luisa
1079,1080,2005-01-24,Local,Alquiler,Lleida,287,2279354,2005-12-15,Joaquín
1081,1082,2005-01-25,Oficina,Venta,Tarragona,173,1615128,2005-05-06,Carmen
1083,1084,2005-01-25,Parking,Alquiler,Girona,287,1370138,2005-05-03,Joaquín
1084,1085,2005-01-25,Industrial,Venta,Barcelona,47,424175,2005-06-19,Joaquín
1085,1086,2005-01-25,Piso,Alquiler,Lleida,260,2546180,2005-05-23,Carmen
1088,1089,2005-01-27,Industrial,Venta,Barcelona,168,1081248,2005-06-01,Carmen
1089,1090,2005-01-28,Local,Alquiler,Barcelona,253,1816793,2005-10-22,Pedro
1090,1091,2005-01-28,Oficina,Venta,Tarragona,110,943800,2006-01-26,Jesús
1091,1092,2005-01-29,Piso,Alquiler,Tarragona,299,2130375,2005-10-28,Carmen
1093,1094,2005-02-01,Piso,Venta,Barcelona,139,1187477,2005-05-31,Carmen
1094,1095,2005-02-01,Local,Venta,Barcelona,300,1772700,2006-01-03,María
1095,1096,2005-02-01,Local,Venta,Girona,64,539392,2005-08-03,Pedro
1096,1097,2005-02-01,Oficina,Venta,Tarragona,156,771108,2005-07-25,Luisa
1097,1098,2005-02-01,Suelo,Venta,Barcelona,262,1960808,2005-09-11,Pedro
1101,1102,2005-02-02,Casa,Venta,Tarragona,268,1950772,2005-06-02,Joaquín
